Number,Age,Age,Gender,MaritalStatus,EducationLevel,EducationLevel,EducationBackground,JobRole,EnvironmentSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,RelationshipSatisfaction,WorkLifeBalance,WorkLifeBalance,TotalWorkExperienceInYears,TotalWorkExperienceInYears,ExperienceYearsInCurrentRole,ExperienceYearsInCurrentRole,PerformanceRating,PerformanceResult
E100786,30,Main labor group,Male,Married,1,Below College,Technical Degree,Sales Representative,3,High,1,Low,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E100788,26,Main labor group,Male,Single,1,Below College,Technical Degree,Developer,3,High,3,High,3,Better,7,Silver range,4,Copper range,4,Exceed Expectation
E100789,22,Young labor group,Female,Married,3,Bachelor,Medical,Developer,1,Low,4,Very High,3,Better,2,Copper range,1,Copper range,3,Meet Expectation
E100791,36,Main labor group,Male,Married,2,College,Medical,Sales Executive,2,Medium,2,Medium,3,Better,10,Silver range,9,Silver range,2,Needs Improvement
E100792,30,Main labor group,Male,Single,3,Bachelor,Technical Degree,Developer,3,High,3,High,3,Better,3,Copper range,0,no exps,4,Exceed Expectation
E100793,37,Main labor group,Female,Divorced,3,Bachelor,Life Sciences,Delivery Manager,4,Very High,3,High,2,Good,18,Gold range,7,Silver range,3,Meet Expectation
E100794,40,Main labor group,Female,Divorced,2,College,Marketing,Sales Executive,4,Very High,3,High,3,Better,8,Silver range,4,Copper range,3,Meet Expectation
E100796,37,Main labor group,Male,Single,4,Master,Life Sciences,Delivery Manager,3,High,4,Very High,2,Good,18,Gold range,0,no exps,3,Meet Expectation
E100798,43,Middle-aged labor group,Male,Divorced,3,Bachelor,Life Sciences,Developer,1,Low,3,High,3,Better,25,Diamond range,10,Silver range,2,Needs Improvement
E100799,40,Main labor group,Female,Married,3,Bachelor,Medical,Developer,2,Medium,2,Medium,3,Better,20,Gold range,0,no exps,4,Exceed Expectation
E100800,54,Old labor group,Male,Married,2,College,Medical,Developer,1,Low,3,High,2,Good,24,Diamond range,2,Copper range,3,Meet Expectation
E100802,31,Main labor group,Female,Married,2,College,Medical,Developer,2,Medium,2,Medium,1,Bad,13,Gold range,10,Silver range,3,Meet Expectation
E100803,43,Middle-aged labor group,Male,Married,3,Bachelor,Medical,Developer,4,Very High,1,Low,3,Better,8,Silver range,2,Copper range,4,Exceed Expectation
E100805,25,Main labor group,Female,Single,2,College,Life Sciences,Sales Executive,2,Medium,2,Medium,3,Better,5,Copper range,4,Copper range,2,Needs Improvement
E100807,37,Main labor group,Female,Married,5,Doctor,Medical,Senior Developer,2,Medium,1,Low,3,Better,15,Gold range,11,Gold range,3,Meet Expectation
E100808,31,Main labor group,Male,Married,2,College,Life Sciences,Developer,4,Very High,3,High,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E100809,39,Main labor group,Male,Divorced,1,Below College,Life Sciences,Senior Developer,2,Medium,3,High,3,Better,21,Diamond range,8,Silver range,2,Needs Improvement
E100811,30,Main labor group,Female,Single,3,Bachelor,Technical Degree,Sales Executive,2,Medium,2,Medium,3,Better,6,Silver range,4,Copper range,2,Needs Improvement
E100812,41,Middle-aged labor group,Male,Married,3,Bachelor,Marketing,Sales Executive,2,Medium,3,High,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E100814,28,Main labor group,Male,Divorced,2,College,Medical,Senior Developer,3,High,4,Very High,3,Better,10,Silver range,0,no exps,3,Meet Expectation
E100816,25,Main labor group,Male,Married,3,Bachelor,Medical,Developer,1,Low,3,High,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E100821,52,Old labor group,Male,Married,3,Bachelor,Medical,Developer,4,Very High,3,High,3,Better,28,Diamond range,4,Copper range,3,Meet Expectation
E100822,45,Middle-aged labor group,Male,Married,2,College,Life Sciences,Developer,1,Low,4,Very High,2,Good,8,Silver range,2,Copper range,3,Meet Expectation
E100824,52,Old labor group,Female,Married,2,College,Life Sciences,Data Scientist,4,Very High,4,Very High,1,Bad,31,Diamond range,2,Copper range,3,Meet Expectation
E100825,42,Middle-aged labor group,Female,Divorced,2,College,Life Sciences,Developer,1,Low,2,Medium,3,Better,19,Gold range,4,Copper range,3,Meet Expectation
E100826,30,Main labor group,Female,Single,3,Bachelor,Life Sciences,Developer,3,High,3,High,3,Better,11,Gold range,4,Copper range,4,Exceed Expectation
E100827,60,Old labor group,Female,Married,3,Bachelor,Life Sciences,Developer,1,Low,4,Very High,1,Bad,33,Diamond range,8,Silver range,3,Meet Expectation
E100828,46,Middle-aged labor group,Female,Divorced,3,Bachelor,Medical,Data Scientist,3,High,3,High,2,Good,19,Gold range,7,Silver range,3,Meet Expectation
E100832,24,Young labor group,Female,Single,1,Below College,Technical Degree,Sales Representative,1,Low,2,Medium,3,Better,6,Silver range,3,Copper range,3,Meet Expectation
E100833,34,Main labor group,Female,Divorced,2,College,Marketing,Sales Representative,4,Very High,4,Very High,2,Good,3,Copper range,2,Copper range,3,Meet Expectation
E100834,38,Main labor group,Male,Married,2,College,Life Sciences,Data Scientist,4,Very High,3,High,3,Better,1,Copper range,0,no exps,4,Exceed Expectation
E100836,40,Main labor group,Female,Married,4,Master,Life Sciences,Manager,3,High,4,Very High,3,Better,21,Diamond range,15,Gold range,3,Meet Expectation
E100838,26,Main labor group,Female,Divorced,3,Bachelor,Life Sciences,Senior Developer,1,Low,2,Medium,1,Bad,3,Copper range,2,Copper range,3,Meet Expectation
E100840,30,Main labor group,Male,Married,3,Bachelor,Life Sciences,Senior Developer,3,High,3,High,1,Bad,9,Silver range,3,Copper range,3,Meet Expectation
E100842,29,Main labor group,Male,Married,4,Master,Medical,Developer,2,Medium,3,High,3,Better,10,Silver range,2,Copper range,3,Meet Expectation
E100843,29,Main labor group,Female,Married,5,Doctor,Technical Degree,Developer,3,High,2,Medium,4,Best,6,Silver range,2,Copper range,3,Meet Expectation
E100844,19,Young labor group,Male,Single,2,College,Technical Degree,Human Resources,1,Low,3,High,4,Best,1,Copper range,0,no exps,3,Meet Expectation
E100845,30,Main labor group,Female,Married,4,Master,Other,Sales Executive,3,High,3,High,3,Better,10,Silver range,8,Silver range,3,Meet Expectation
E100846,57,Old labor group,Male,Divorced,3,Bachelor,Marketing,Manager,1,Low,3,High,2,Good,32,Diamond range,0,no exps,3,Meet Expectation
E100847,50,Middle-aged labor group,Male,Married,4,Master,Life Sciences,Senior Developer,2,Medium,2,Medium,3,Better,28,Diamond range,10,Silver range,3,Meet Expectation
E100852,47,Middle-aged labor group,Female,Divorced,2,College,Medical,Developer,1,Low,3,High,3,Better,20,Gold range,0,no exps,3,Meet Expectation
E100853,46,Middle-aged labor group,Male,Married,3,Bachelor,Life Sciences,Senior Developer,1,Low,3,High,1,Bad,26,Diamond range,2,Copper range,3,Meet Expectation
E100855,35,Main labor group,Male,Single,3,Bachelor,Life Sciences,Developer,4,Very High,3,High,3,Better,6,Silver range,4,Copper range,3,Meet Expectation
E100856,54,Old labor group,Female,Single,4,Master,Life Sciences,Developer,3,High,3,High,3,Better,19,Gold range,0,no exps,3,Meet Expectation
E100857,34,Main labor group,Male,Divorced,4,Master,Life Sciences,Senior Developer,4,Very High,3,High,3,Better,14,Gold range,3,Copper range,3,Meet Expectation
E100858,46,Middle-aged labor group,Female,Married,3,Bachelor,Marketing,Sales Executive,3,High,3,High,3,Better,15,Gold range,2,Copper range,3,Meet Expectation
E100859,31,Main labor group,Male,Divorced,1,Below College,Life Sciences,Senior Developer,3,High,4,Very High,4,Best,13,Gold range,8,Silver range,3,Meet Expectation
E100860,33,Main labor group,Male,Married,1,Below College,Medical,Senior Developer,2,Medium,4,Very High,4,Best,15,Gold range,6,Silver range,2,Needs Improvement
E100862,33,Main labor group,Male,Divorced,1,Below College,Medical,Developer,1,Low,1,Low,3,Better,8,Silver range,3,Copper range,3,Meet Expectation
E100863,30,Main labor group,Male,Single,1,Below College,Marketing,Sales Representative,4,Very High,1,Low,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E100864,35,Main labor group,Male,Married,3,Bachelor,Life Sciences,Senior Developer,4,Very High,3,High,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E100865,31,Main labor group,Male,Married,3,Bachelor,Life Sciences,Developer,1,Low,1,Low,3,Better,12,Gold range,0,no exps,3,Meet Expectation
E100868,34,Main labor group,Female,Divorced,3,Bachelor,Human Resources,Human Resources,2,Medium,3,High,3,Better,11,Gold range,2,Copper range,3,Meet Expectation
E100869,42,Middle-aged labor group,Male,Married,2,College,Other,Data Scientist,2,Medium,4,Very High,3,Better,8,Silver range,2,Copper range,3,Meet Expectation
E100870,36,Main labor group,Male,Single,4,Master,Medical,Sales Executive,2,Medium,4,Very High,2,Good,10,Silver range,3,Copper range,2,Needs Improvement
E100871,22,Young labor group,Male,Single,1,Below College,Technical Degree,Senior Developer,3,High,3,High,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E100873,48,Middle-aged labor group,Female,Married,5,Doctor,Marketing,Sales Executive,2,Medium,1,Low,3,Better,14,Gold range,7,Silver range,2,Needs Improvement
E100875,55,Old labor group,Female,Single,5,Doctor,Life Sciences,Manager,1,Low,4,Very High,3,Better,37,Diamond range,9,Silver range,2,Needs Improvement
E100877,41,Middle-aged labor group,Male,Single,2,College,Life Sciences,Sales Executive,4,Very High,4,Very High,3,Better,16,Gold range,3,Copper range,3,Meet Expectation
E100878,35,Main labor group,Male,Married,3,Bachelor,Marketing,Sales Executive,2,Medium,3,High,3,Better,15,Gold range,9,Silver range,2,Needs Improvement
E100880,39,Main labor group,Female,Married,1,Below College,Life Sciences,Developer,3,High,1,Low,3,Better,8,Silver range,3,Copper range,3,Meet Expectation
E100882,31,Main labor group,Male,Single,1,Below College,Life Sciences,Sales Executive,2,Medium,3,High,4,Best,10,Silver range,5,Copper range,3,Meet Expectation
E100883,42,Middle-aged labor group,Male,Married,3,Bachelor,Medical,Developer,4,Very High,4,Very High,2,Good,10,Silver range,9,Silver range,4,Exceed Expectation
E100884,45,Middle-aged labor group,Male,Married,3,Bachelor,Other,Sales Executive,4,Very High,2,Medium,4,Best,9,Silver range,7,Silver range,3,Meet Expectation
E100890,33,Main labor group,Female,Divorced,5,Doctor,Medical,Developer,1,Low,3,High,3,Better,10,Silver range,1,Copper range,3,Meet Expectation
E100891,31,Main labor group,Male,Divorced,3,Bachelor,Life Sciences,Manager,3,High,3,High,2,Good,10,Silver range,4,Copper range,4,Exceed Expectation
E100892,18,Young labor group,Male,Single,3,Bachelor,Marketing,Sales Representative,2,Medium,4,Very High,3,Better,0,no exps,0,no exps,3,Meet Expectation
E100893,40,Main labor group,Male,Divorced,3,Bachelor,Other,Sales Executive,3,High,3,High,3,Better,20,Gold range,0,no exps,3,Meet Expectation
E100894,41,Middle-aged labor group,Female,Single,4,Master,Other,Developer,1,Low,1,Low,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E100898,35,Main labor group,Female,Single,3,Bachelor,Medical,Sales Executive,1,Low,4,Very High,3,Better,5,Copper range,4,Copper range,3,Meet Expectation
E100899,34,Main labor group,Male,Single,4,Master,Life Sciences,Sales Executive,4,Very High,4,Very High,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E100900,26,Main labor group,Male,Single,3,Bachelor,Technical Degree,Developer,3,High,2,Medium,1,Bad,1,Copper range,0,no exps,3,Meet Expectation
E100901,37,Main labor group,Female,Single,3,Bachelor,Technical Degree,Developer,2,Medium,4,Very High,4,Best,12,Gold range,5,Copper range,4,Exceed Expectation
E100902,46,Middle-aged labor group,Female,Married,1,Below College,Medical,Senior Developer,1,Low,4,Very High,2,Good,28,Diamond range,2,Copper range,2,Needs Improvement
E100903,41,Middle-aged labor group,Female,Married,5,Doctor,Life Sciences,Manager,2,Medium,2,Medium,3,Better,22,Diamond range,16,Gold range,2,Needs Improvement
E100908,52,Old labor group,Male,Divorced,2,College,Technical Degree,Developer,4,Very High,2,Medium,3,Better,18,Gold range,9,Silver range,3,Meet Expectation
E100912,38,Main labor group,Female,Married,3,Bachelor,Medical,Data Scientist,3,High,3,High,3,Better,18,Gold range,0,no exps,3,Meet Expectation
E100913,37,Main labor group,Female,Married,4,Master,Life Sciences,Developer,2,Medium,2,Medium,2,Good,8,Silver range,5,Copper range,3,Meet Expectation
E100916,49,Middle-aged labor group,Male,Divorced,4,Master,Life Sciences,Senior Developer,4,Very High,3,High,3,Better,31,Diamond range,9,Silver range,3,Meet Expectation
E100917,24,Young labor group,Male,Married,3,Bachelor,Medical,Developer,2,Medium,2,Medium,3,Better,6,Silver range,5,Copper range,3,Meet Expectation
E100919,26,Main labor group,Male,Married,2,College,Marketing,Sales Executive,1,Low,4,Very High,4,Best,6,Silver range,3,Copper range,3,Meet Expectation
E100921,24,Young labor group,Male,Married,2,College,Other,Developer,4,Very High,4,Very High,3,Better,1,Copper range,0,no exps,4,Exceed Expectation
E100922,50,Middle-aged labor group,Male,Married,3,Bachelor,Medical,Manager,1,Low,3,High,3,Better,32,Diamond range,5,Copper range,2,Needs Improvement
E100923,25,Main labor group,Male,Married,1,Below College,Medical,Sales Representative,2,Medium,3,High,3,Better,7,Silver range,4,Copper range,3,Meet Expectation
E100925,24,Young labor group,Female,Married,3,Bachelor,Life Sciences,Senior Developer,1,Low,4,Very High,3,Better,6,Silver range,3,Copper range,2,Needs Improvement
E100927,34,Main labor group,Male,Married,2,College,Life Sciences,Developer,2,Medium,4,Very High,3,Better,6,Silver range,5,Copper range,3,Meet Expectation
E100928,31,Main labor group,Male,Divorced,4,Master,Medical,Sales Executive,2,Medium,3,High,1,Bad,9,Silver range,1,Copper range,3,Meet Expectation
E100931,31,Main labor group,Male,Divorced,4,Master,Medical,Sales Executive,1,Low,4,Very High,4,Best,13,Gold range,7,Silver range,2,Needs Improvement
E100933,27,Main labor group,Female,Divorced,4,Master,Medical,Developer,1,Low,3,High,2,Good,6,Silver range,3,Copper range,3,Meet Expectation
E100934,37,Main labor group,Male,Married,3,Bachelor,Marketing,Sales Executive,4,Very High,3,High,2,Good,17,Gold range,0,no exps,3,Meet Expectation
E100937,42,Middle-aged labor group,Female,Married,4,Master,Life Sciences,Developer,3,High,2,Medium,3,Better,10,Silver range,2,Copper range,3,Meet Expectation
E100939,43,Middle-aged labor group,Male,Divorced,4,Master,Other,Developer,2,Medium,3,High,2,Good,21,Diamond range,0,no exps,3,Meet Expectation
E100940,38,Main labor group,Female,Single,1,Below College,Life Sciences,Developer,3,High,4,Very High,2,Good,8,Silver range,0,no exps,3,Meet Expectation
E100941,43,Middle-aged labor group,Male,Divorced,5,Doctor,Medical,Senior Developer,4,Very High,2,Medium,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E100942,48,Middle-aged labor group,Female,Married,4,Master,Life Sciences,Senior Developer,4,Very High,1,Low,1,Bad,21,Diamond range,2,Copper range,3,Meet Expectation
E100943,44,Middle-aged labor group,Female,Single,4,Master,Life Sciences,Human Resources,1,Low,2,Medium,4,Best,10,Silver range,2,Copper range,3,Meet Expectation
E100944,34,Main labor group,Female,Divorced,3,Bachelor,Technical Degree,Sales Representative,3,High,4,Very High,3,Better,8,Silver range,2,Copper range,3,Meet Expectation
E100945,27,Main labor group,Male,Divorced,1,Below College,Marketing,Sales Representative,3,High,2,Medium,3,Better,5,Copper range,3,Copper range,3,Meet Expectation
E100947,21,Young labor group,Male,Single,1,Below College,Technical Degree,Sales Representative,3,High,3,High,3,Better,3,Copper range,2,Copper range,3,Meet Expectation
E100949,44,Middle-aged labor group,Male,Married,4,Master,Other,Senior Developer,4,Very High,1,Low,4,Best,26,Diamond range,2,Copper range,3,Meet Expectation
E100953,22,Young labor group,Male,Married,1,Below College,Medical,Developer,1,Low,4,Very High,3,Better,3,Copper range,2,Copper range,3,Meet Expectation
E100957,32,Main labor group,Female,Married,4,Master,Life Sciences,Developer,1,Low,4,Very High,2,Good,6,Silver range,4,Copper range,3,Meet Expectation
E100958,30,Main labor group,Female,Divorced,3,Bachelor,Medical,Developer,3,High,3,High,3,Better,1,Copper range,0,no exps,4,Exceed Expectation
E100961,34,Main labor group,Male,Married,5,Doctor,Life Sciences,Senior Developer,2,Medium,4,Very High,2,Good,10,Silver range,9,Silver range,3,Meet Expectation
E100964,26,Main labor group,Female,Married,3,Bachelor,Life Sciences,Developer,3,High,3,High,3,Better,3,Copper range,2,Copper range,3,Meet Expectation
E100967,37,Main labor group,Male,Married,3,Bachelor,Other,Developer,3,High,3,High,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E100968,29,Main labor group,Female,Married,2,College,Medical,Sales Executive,2,Medium,1,Low,2,Good,6,Silver range,0,no exps,3,Meet Expectation
E100969,35,Main labor group,Male,Single,4,Master,Life Sciences,Senior Developer,2,Medium,2,Medium,3,Better,17,Gold range,11,Gold range,3,Meet Expectation
E100976,54,Old labor group,Male,Married,4,Master,Medical,Human Resources,3,High,3,High,4,Best,16,Gold range,7,Silver range,3,Meet Expectation
E100977,36,Main labor group,Male,Divorced,2,College,Medical,Developer,2,Medium,3,High,3,Better,13,Gold range,2,Copper range,3,Meet Expectation
E100979,20,Young labor group,Male,Single,1,Below College,Medical,Senior Developer,4,Very High,4,Very High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E100980,33,Main labor group,Male,Single,3,Bachelor,Life Sciences,Senior Developer,1,Low,1,Low,3,Better,10,Silver range,8,Silver range,3,Meet Expectation
E100983,23,Young labor group,Male,Married,3,Bachelor,Medical,Developer,1,Low,1,Low,4,Best,5,Copper range,2,Copper range,4,Exceed Expectation
E100985,25,Main labor group,Male,Married,3,Bachelor,Life Sciences,Sales Executive,4,Very High,3,High,3,Better,4,Copper range,2,Copper range,4,Exceed Expectation
